2025-02-17 19:24:50,094 [Server thread] INFO GottschCore | VersionChecker.java:110 | [gottschcore] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-GottschCore/1.12.2-master/update.json
2025-02-17 19:34:14,088 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic2.json at .\world\data\meta\treasure2\structures\basic2.json but it doesn't exist.
2025-02-17 19:34:14,089 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic3.json at .\world\data\meta\treasure2\structures\basic3.json but it doesn't exist.
2025-02-17 19:34:14,090 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic4.json at .\world\data\meta\treasure2\structures\basic4.json but it doesn't exist.
2025-02-17 19:34:14,091 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic5.json at .\world\data\meta\treasure2\structures\basic5.json but it doesn't exist.
2025-02-17 19:34:14,092 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship1.json at .\world\data\meta\treasure2\structures\beached-ship1.json but it doesn't exist.
2025-02-17 19:34:14,093 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship2.json at .\world\data\meta\treasure2\structures\beached-ship2.json but it doesn't exist.
2025-02-17 19:34:14,094 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship3.json at .\world\data\meta\treasure2\structures\beached-ship3.json but it doesn't exist.
2025-02-17 19:34:14,095 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/blacksmith1.json at .\world\data\meta\treasure2\structures\blacksmith1.json but it doesn't exist.
2025-02-17 19:34:14,096 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/castle1.json at .\world\data\meta\treasure2\structures\castle1.json but it doesn't exist.
2025-02-17 19:34:14,097 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave1.json at .\world\data\meta\treasure2\structures\cave1.json but it doesn't exist.
2025-02-17 19:34:14,098 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave2.json at .\world\data\meta\treasure2\structures\cave2.json but it doesn't exist.
2025-02-17 19:34:14,099 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/church1.json at .\world\data\meta\treasure2\structures\church1.json but it doesn't exist.
2025-02-17 19:34:14,101 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cobb1.json at .\world\data\meta\treasure2\structures\cobb1.json but it doesn't exist.
2025-02-17 19:34:14,102 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt1.json at .\world\data\meta\treasure2\structures\crypt1.json but it doesn't exist.
2025-02-17 19:34:14,103 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt2.json at .\world\data\meta\treasure2\structures\crypt2.json but it doesn't exist.
2025-02-17 19:34:14,104 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt3.json at .\world\data\meta\treasure2\structures\crypt3.json but it doesn't exist.
2025-02-17 19:34:14,105 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-tower2.json at .\world\data\meta\treasure2\structures\desert-tower2.json but it doesn't exist.
2025-02-17 19:34:14,106 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/dingy1.json at .\world\data\meta\treasure2\structures\dingy1.json but it doesn't exist.
2025-02-17 19:34:14,107 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/fortress1.json at .\world\data\meta\treasure2\structures\fortress1.json but it doesn't exist.
2025-02-17 19:34:14,108 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/house1.json at .\world\data\meta\treasure2\structures\house1.json but it doesn't exist.
2025-02-17 19:34:14,109 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/ionic1.json at .\world\data\meta\treasure2\structures\ionic1.json but it doesn't exist.
2025-02-17 19:34:14,110 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber1.json at .\world\data\meta\treasure2\structures\iron-chamber1.json but it doesn't exist.
2025-02-17 19:34:14,111 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber2.json at .\world\data\meta\treasure2\structures\iron-chamber2.json but it doesn't exist.
2025-02-17 19:34:14,112 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/large-tower1.json at .\world\data\meta\treasure2\structures\large-tower1.json but it doesn't exist.
2025-02-17 19:34:14,113 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/mine1.json at .\world\data\meta\treasure2\structures\mine1.json but it doesn't exist.
2025-02-17 19:34:14,114 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/obsidian-chamber1.json at .\world\data\meta\treasure2\structures\obsidian-chamber1.json but it doesn't exist.
2025-02-17 19:34:14,115 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/pirate-chamber1.json at .\world\data\meta\treasure2\structures\pirate-chamber1.json but it doesn't exist.
2025-02-17 19:34:14,116 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship1.json at .\world\data\meta\treasure2\structures\sunken-ship1.json but it doesn't exist.
2025-02-17 19:34:14,117 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship2.json at .\world\data\meta\treasure2\structures\sunken-ship2.json but it doesn't exist.
2025-02-17 19:34:14,118 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship3.json at .\world\data\meta\treasure2\structures\sunken-ship3.json but it doesn't exist.
2025-02-17 19:34:14,119 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower1.json at .\world\data\meta\treasure2\structures\tower1.json but it doesn't exist.
2025-02-17 19:34:14,120 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower2.json at .\world\data\meta\treasure2\structures\tower2.json but it doesn't exist.
2025-02-17 19:34:14,121 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower3.json at .\world\data\meta\treasure2\structures\tower3.json but it doesn't exist.
2025-02-17 19:34:14,122 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower4.json at .\world\data\meta\treasure2\structures\tower4.json but it doesn't exist.
2025-02-17 19:34:14,123 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower5.json at .\world\data\meta\treasure2\structures\tower5.json but it doesn't exist.
2025-02-17 19:34:14,124 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins1.json at .\world\data\meta\treasure2\structures\underwater-ruins1.json but it doesn't exist.
2025-02-17 19:34:14,125 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins2.json at .\world\data\meta\treasure2\structures\underwater-ruins2.json but it doesn't exist.
2025-02-17 19:34:14,127 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins3.json at .\world\data\meta\treasure2\structures\underwater-ruins3.json but it doesn't exist.
2025-02-17 19:34:14,128 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/wither-chamber1.json at .\world\data\meta\treasure2\structures\wither-chamber1.json but it doesn't exist.
2025-02-17 19:34:14,129 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/canopy-wishing-well1.json at .\world\data\meta\treasure2\structures\canopy-wishing-well1.json but it doesn't exist.
2025-02-17 19:34:14,130 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-wishing-well1.json at .\world\data\meta\treasure2\structures\desert-wishing-well1.json but it doesn't exist.
2025-02-17 19:34:14,542 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-wishing-well2.json at .\world\data\meta\treasure2\structures\desert-wishing-well2.json but it doesn't exist.
2025-02-17 19:34:14,543 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/simple-well1.json at .\world\data\meta\treasure2\structures\simple-well1.json but it doesn't exist.
2025-02-17 19:34:14,545 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/wood-draw-wishing-well1.json at .\world\data\meta\treasure2\structures\wood-draw-wishing-well1.json but it doesn't exist.
2025-02-17 19:34:14,547 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 19:34:14,548 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2025-02-17 19:34:15,052 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 19:34:15,052 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[rulesets/aged_ruleset.json, rulesets/default_ruleset.json, rulesets/ruinous_ruleset.json], resourceFolderLocations=[]]
2025-02-17 19:34:15,056 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/aged_ruleset.json at .\world\data\decay\treasure2\rulesets\aged_ruleset.json but it doesn't exist.
2025-02-17 19:34:15,064 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/default_ruleset.json at .\world\data\decay\treasure2\rulesets\default_ruleset.json but it doesn't exist.
2025-02-17 19:34:15,066 [Server thread] WARN Treasure2 | TreasureDecayManager.java:201 | Expected to find meta treasure2:rulesets/ruinous_ruleset.json at .\world\data\decay\treasure2\rulesets\ruinous_ruleset.json but it doesn't exist.
2025-02-17 19:39:27,897 [Server thread] INFO Treasure2 | WellGenerator.java:123 | CHEATER! Wishing Well at coords: 40 79 488
2025-02-17 19:39:28,398 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 24 78 504
2025-02-17 19:46:08,816 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 360 81 360
2025-02-17 20:01:26,036 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 392 65 56
2025-02-17 20:01:32,918 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 440 76 344
2025-02-17 20:02:23,431 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! EPIC chest at coords: 440 72 424
2025-02-17 20:03:15,516 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 184 78 536
2025-02-17 20:03:22,106 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 456 64 216
2025-02-17 20:03:32,697 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 456 63 104
2025-02-17 20:03:42,226 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 328 68 -8
2025-02-17 20:03:59,709 [Server thread] INFO Treasure2 | WitherTreeWorldGenerator.java:354 | CHEATER! wither chest at coords: 248 112 -24
2025-02-17 20:03:59,812 [Server thread] INFO Treasure2 | WellGenerator.java:123 | CHEATER! Wishing Well at coords: 358 72 -24
2025-02-17 20:04:03,321 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 408 71 -40
2025-02-17 20:04:23,913 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 296 120 -88
2025-02-17 20:05:08,332 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! SCARCE chest at coords: 376 78 -120
2025-02-17 20:05:20,884 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 200 67 -168
2025-02-17 20:07:28,077 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! RARE chest at coords: 424 78 504
2025-02-17 20:10:03,091 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! LEGENDARY chest at coords: 520 68 -24
2025-02-17 20:10:22,135 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 536 67 152
2025-02-17 20:16:17,916 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 456 65 -120
2025-02-17 20:16:20,615 [Server thread] INFO Treasure2 | SubmergedChestWorldGenerator.java:307 | CHEATER! SCARCE chest at coords: -18 35 8
2025-02-17 20:16:35,069 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: -24 64 -200
2025-02-17 20:16:38,425 [Server thread] INFO Treasure2 | WellGenerator.java:123 | CHEATER! Wishing Well at coords: -138 68 -234
2025-02-17 20:16:39,116 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: -104 74 -168
2025-02-17 20:16:50,083 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! RARE chest at coords: 56 65 -312
2025-02-17 20:17:42,455 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! UNCOMMON chest at coords: 344 72 -200
2025-02-17 20:19:43,759 [Server thread] INFO Treasure2 | SurfaceChestWorldGenerator.java:390 | CHEATER! COMMON chest at coords: 280 85 536
2025-02-17 20:22:51,087 [Server thread] INFO GottschCore | VersionChecker.java:110 | [gottschcore] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-GottschCore/1.12.2-master/update.json
2025-02-17 20:22:52,524 [Server thread] INFO GottschCore | VersionChecker.java:110 | [treasure2] Starting version check at https://raw.githubusercontent.com/gottsch/gottsch-minecraft-Treasure/master/update.json
2025-02-17 20:22:52,570 [Server thread] WARN GottschCore | VersionChecker.java:55 | Bad URL: 
2025-02-17 20:22:56,716 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 20:22:56,721 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> LootResources [supportingResources=[pools/armor/common, pools/armor/uncommon, pools/armor/scarce, pools/armor/rare, pools/armor/epic, pools/food/common, pools/food/uncommon, pools/food/scarce, pools/food/rare, pools/food/epic, pools/items/common, pools/items/uncommon, pools/items/scarce, pools/items/rare, pools/items/epic, pools/potions/common, pools/potions/uncommon, pools/potions/scarce, pools/potions/rare, pools/potions/epic, pools/tools/common, pools/tools/uncommon, pools/tools/scarce, pools/tools/rare, pools/treasure/common, pools/treasure/uncommon, pools/treasure/scarce, pools/treasure/rare, pools/treasure/epic, pools/treasure/common_adornments, pools/treasure/common_all, pools/treasure/common_charms, pools/treasure/common_treasure, pools/treasure/uncommon_adornments, pools/treasure/uncommon_all, pools/treasure/uncommon_charms, pools/treasure/uncommon_treasure, pools/treasure/scarce_adornments, pools/treasure/scarce_all, pools/treasure/scarce_charms, pools/treasure/scarce_treasure, pools/treasure/rare_adornments, pools/treasure/rare_all, pools/treasure/rare_charms, pools/treasure/rare_treasure, pools/treasure/epic_adornments, pools/treasure/epic_all, pools/treasure/epic_charms, pools/treasure/epic_treasure, pools/treasure/legendary_adornments, pools/treasure/legendary_all, pools/treasure/legendary_charms, pools/treasure/legendary_treasure, pools/treasure/mythical_adornments, pools/treasure/mythical_all, pools/treasure/mythical_charms, pools/treasure/mythical_treasure], chestResources=[chests/common/general_chest, chests/uncommon/general_chest, chests/scarce/general_chest, chests/rare/general_chest, chests/epic/general_chest, chests/legendary/general_chest, chests/mythical/general_chest], specialResources=[chests/special/black_pearl_well, chests/special/cauldron_chest, chests/special/crystal_skull_chest, chests/special/gold_skull_chest, chests/special/skull_chest, chests/special/white_pearl_well, chests/special/wither_chest], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=[pools/armor, pools/food, pools/items, pools/potions, pools/tools, pools/treasure]]
2025-02-17 20:22:56,721 [Server thread] WARN Treasure2 | TreasureLootTableRegistry.java:135 | adding mod to loaded mods list
2025-02-17 20:22:56,745 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:50 | reading resources file from stream.
2025-02-17 20:22:56,746 [Server thread] INFO Treasure2 | ITreasureResourceRegistry.java:71 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2025-02-17 20:22:56,748 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic1.json at .\world\data\meta\treasure2\structures\basic1.json but it doesn't exist.
2025-02-17 20:22:56,754 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic2.json at .\world\data\meta\treasure2\structures\basic2.json but it doesn't exist.
2025-02-17 20:22:56,755 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic3.json at .\world\data\meta\treasure2\structures\basic3.json but it doesn't exist.
2025-02-17 20:22:56,756 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic4.json at .\world\data\meta\treasure2\structures\basic4.json but it doesn't exist.
2025-02-17 20:22:56,757 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/basic5.json at .\world\data\meta\treasure2\structures\basic5.json but it doesn't exist.
2025-02-17 20:22:56,758 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship1.json at .\world\data\meta\treasure2\structures\beached-ship1.json but it doesn't exist.
2025-02-17 20:22:56,760 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship2.json at .\world\data\meta\treasure2\structures\beached-ship2.json but it doesn't exist.
2025-02-17 20:22:56,761 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/beached-ship3.json at .\world\data\meta\treasure2\structures\beached-ship3.json but it doesn't exist.
2025-02-17 20:22:56,762 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/blacksmith1.json at .\world\data\meta\treasure2\structures\blacksmith1.json but it doesn't exist.
2025-02-17 20:22:56,763 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/castle1.json at .\world\data\meta\treasure2\structures\castle1.json but it doesn't exist.
2025-02-17 20:22:56,764 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave1.json at .\world\data\meta\treasure2\structures\cave1.json but it doesn't exist.
2025-02-17 20:22:56,765 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cave2.json at .\world\data\meta\treasure2\structures\cave2.json but it doesn't exist.
2025-02-17 20:22:56,766 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/church1.json at .\world\data\meta\treasure2\structures\church1.json but it doesn't exist.
2025-02-17 20:22:56,768 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/cobb1.json at .\world\data\meta\treasure2\structures\cobb1.json but it doesn't exist.
2025-02-17 20:22:56,769 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt1.json at .\world\data\meta\treasure2\structures\crypt1.json but it doesn't exist.
2025-02-17 20:22:56,770 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt2.json at .\world\data\meta\treasure2\structures\crypt2.json but it doesn't exist.
2025-02-17 20:22:56,771 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/crypt3.json at .\world\data\meta\treasure2\structures\crypt3.json but it doesn't exist.
2025-02-17 20:22:56,772 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/desert-tower2.json at .\world\data\meta\treasure2\structures\desert-tower2.json but it doesn't exist.
2025-02-17 20:22:56,773 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/dingy1.json at .\world\data\meta\treasure2\structures\dingy1.json but it doesn't exist.
2025-02-17 20:22:56,774 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/fortress1.json at .\world\data\meta\treasure2\structures\fortress1.json but it doesn't exist.
2025-02-17 20:22:56,775 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/house1.json at .\world\data\meta\treasure2\structures\house1.json but it doesn't exist.
2025-02-17 20:22:56,776 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/ionic1.json at .\world\data\meta\treasure2\structures\ionic1.json but it doesn't exist.
2025-02-17 20:22:56,777 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber1.json at .\world\data\meta\treasure2\structures\iron-chamber1.json but it doesn't exist.
2025-02-17 20:22:56,778 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/iron-chamber2.json at .\world\data\meta\treasure2\structures\iron-chamber2.json but it doesn't exist.
2025-02-17 20:22:56,779 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/large-tower1.json at .\world\data\meta\treasure2\structures\large-tower1.json but it doesn't exist.
2025-02-17 20:22:56,780 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/mine1.json at .\world\data\meta\treasure2\structures\mine1.json but it doesn't exist.
2025-02-17 20:22:56,781 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/obsidian-chamber1.json at .\world\data\meta\treasure2\structures\obsidian-chamber1.json but it doesn't exist.
2025-02-17 20:22:56,782 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/pirate-chamber1.json at .\world\data\meta\treasure2\structures\pirate-chamber1.json but it doesn't exist.
2025-02-17 20:22:56,783 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship1.json at .\world\data\meta\treasure2\structures\sunken-ship1.json but it doesn't exist.
2025-02-17 20:22:56,785 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship2.json at .\world\data\meta\treasure2\structures\sunken-ship2.json but it doesn't exist.
2025-02-17 20:22:56,786 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/sunken-ship3.json at .\world\data\meta\treasure2\structures\sunken-ship3.json but it doesn't exist.
2025-02-17 20:22:56,786 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower1.json at .\world\data\meta\treasure2\structures\tower1.json but it doesn't exist.
2025-02-17 20:22:56,787 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower2.json at .\world\data\meta\treasure2\structures\tower2.json but it doesn't exist.
2025-02-17 20:22:56,789 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower3.json at .\world\data\meta\treasure2\structures\tower3.json but it doesn't exist.
2025-02-17 20:22:56,790 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower4.json at .\world\data\meta\treasure2\structures\tower4.json but it doesn't exist.
2025-02-17 20:22:56,791 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/tower5.json at .\world\data\meta\treasure2\structures\tower5.json but it doesn't exist.
2025-02-17 20:22:56,792 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins1.json at .\world\data\meta\treasure2\structures\underwater-ruins1.json but it doesn't exist.
2025-02-17 20:22:56,793 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins2.json at .\world\data\meta\treasure2\structures\underwater-ruins2.json but it doesn't exist.
2025-02-17 20:22:56,794 [Server thread] WARN Treasure2 | TreasureMetaManager.java:208 | expected to find meta treasure2:structures/underwater-ruins3.json at .\world\data\meta\treasure2\structures\underwater-ruins3.json but it doesn't exist.
